lon,lat,elev_m,vdatum,Description,HWM_ID,date,elev_msl_m
-74.1238,40.54583,4.2672,NAVD88,Poor debris line in grass,HWM-NY-RIC-982,10/30/2012,4.2137734549
-74.005,40.78278,3.07848,NAVD88,Good debris line on fake grass fence,HWM-NJ-HUD-421,10/30/2012,3.0438324831
-73.9932,40.79613,2.98704,NAVD88,Excellent debris line on concrete wall in utility room,HWM-NJ-HUD-422,10/30/2012,2.9585315082
-74.6243,39.62313,2.25552,NAVD88,Excellent seed line on face of garage door frame,HWM-NJ-ATL-232,10/29/2012,2.2291061607
-74.6499,39.64196,2.286,NAVD88,Good seed line 50 ft downstream of bridge on County Road 542 on gage house of discontinued gaging station,HWM-NJ-BUR-233,10/29/2012,2.2596269694
-74.3047,39.63789,1.49352,NAVD88,Good seed line on siding of house,HWM-NJ-OCE-384,10/29/2012,1.4748125812
-74.2227,39.66918,2.286,NAVD88,Fair seed line on fence,HWM-NJ-OCE-382,10/30/2012,2.2586162534
-74.3401,39.59999,2.4384,NAVD88,Good seed line on back door,HWM-NJ-OCE-386,10/29/2012,2.422149304
-74.3425,39.60215,2.46888,NAVD88,Poor debris line in gravel lot,HWM-NJ-OCE-388,10/29/2012,2.4528517243
-74.3328,39.57983,2.37744,NAVD88,Excellent seed line on inside wall,HWM-NJ-OCE-390,10/29/2012,2.3608070352
-74.3462,39.59194,2.40792,NAVD88,Excellent seed line in tree,HWM-NJ-OCE-392,10/29/2012,2.3921789851
-74.3749,39.55114,2.5908,NAVD88,Excellent seed line on side of house,HWM-NJ-OCE-394,10/29/2012,2.5761456011
-73.9781,40.7108,3.41376,NAVD88,Poor debris line on park lawn,HWM-NY-NEW-113,10/30/2012,3.3269126351
-73.9781,40.7108,3.32232,NAVD88,Poor debris line on grass hill in park,HWM-NY-NEW-114,10/30/2012,3.2354726351
-73.9781,40.7108,3.32232,NAVD88,Fair seed line on tree in park,HWM-NY-NEW-115,10/30/2012,3.2354726351
-73.9772,40.7111,3.32232,NAVD88,Poor debris line on grass hill in park,HWM-NY-NEW-116,10/30/2012,3.2354726351
-73.9772,40.7111,3.32232,NAVD88,Poor debris line on grass hill in park,HWM-NY-NEW-117,10/30/2012,3.2354726351
-73.9772,40.7111,3.3528,NAVD88,Poor debris line on hill in park under tree,HWM-NY-NEW-118,10/30/2012,3.2659526351
-73.9772,40.7111,3.32232,NAVD88,Fair debris line on park sidewalk,HWM-NY-NEW-119,10/30/2012,3.2354726351
-74.0114,40.7208,3.29184,NAVD88,Excellent mud line on outside door of building,HWM-NY-NEW-128,10/30/2012,3.2245243843
-73.829,40.79644,3.29184,NAVD88,Poor debris line on seawall,HWM-NY-QUE-520,10/30/2012,3.2326168026
-73.7806,40.79351,3.23088,NAVD88,Poor debris line on grass,HWM-NY-QUE-521,10/30/2012,3.1708132404
-72.6975,40.79919,1.79832,NAVD88,Good seed line on fence,HWM-NY-SUF-633,10/29/2012,1.7746800752
-72.7336,40.80731,1.9812,NAVD88,Good wash line in front yard,HWM-NY-SUF-634,10/29/2012,1.9585549475
-72.8991,40.77322,1.58496,NAVD88,Excellent seed line on side of house,HWM-NY-SUF-635,10/29/2012,1.5683723813
-72.9139,40.76451,1.64592,NAVD88,Excellent seed line on side of house,HWM-NY-SUF-636,10/29/2012,1.6304372819
-72.6621,40.79022,1.95072,NAVD88,Excellent seed line on fence,HWM-NY-SUF-637,10/29/2012,1.9102688049
-72.6257,40.80031,1.0668,NAVD88,Excellent seed line on side of fence,HWM-NY-SUF-638,10/29/2012,1.0410637817
-72.5676,40.8169,1.95072,NAVD88,Excellent seed line on fence,HWM-NY-SUF-639,10/29/2012,1.9032569555
-74.0127,40.66524,3.44424,NAVD88,Good seed line on side of building,HWM-NY-KIN-724,10/29/2012,3.3695273883
-73.991,40.67541,2.98704,NAVD88,Excellent wash line on side of building,HWM-NY-KIN-725,10/29/2012,2.9073670152
-73.8825,40.56779,3.2004,NAVD88,Excellent debris line,HWM-NY-QUE-726,10/30/2012,3.1302267886
-73.8833,40.56537,3.29184,NAVD88,Fair debris line in parking lot,HWM-NY-QUE-727,10/30/2012,3.2216667886
-73.9143,40.56111,3.26136,NAVD88,Excellent wash line on wall inside building,HWM-NY-QUE-728,10/29/2012,3.19136108
-73.8345,40.58243,3.13944,NAVD88,Fair wash line on wall,HWM-NY-QUE-731,10/30/2012,3.0698157921
-73.7414,40.59512,2.7432,NAVD88,Good seed line on side of building,HWM-NY-QUE-732,10/30/2012,2.7123448789
-72.3363,41.11956,1.9812,NAVD88,Excellent seed line on front of house,HWM-NY-SUF-957,10/29/2012,1.8823029005
-72.3874,41.08202,1.95072,NAVD88,Good seed line on side of house,HWM-NY-SUF-958,10/29/2012,1.8467302573
-72.3935,41.03709,2.01168,NAVD88,Good seed line on garage foundation,HWM-NY-SUF-959,10/29/2012,1.9034863641
-72.4277,41.03756,2.10312,NAVD88,Good seed line on gate,HWM-NY-SUF-960,10/29/2012,1.9928077691
-72.5486,40.95795,2.07264,NAVD88,Good seed line on fence,HWM-NY-SUF-961,10/29/2012,1.9403668177
-72.5757,40.93516,2.37744,NAVD88,Good mud line on shed,HWM-NY-SUF-962,10/29/2012,2.2387478743
-73.9435,41.65165,2.77368,NAVD88,"Good seed line on upstream, streamward side of stainless steel enclosure - 01372058 - Hudson River below Poughkeepsie, NY",HWM-NY-DUT-006,10/30/2012,2.8231271863
-73.9436,41.65172,2.7432,NAVD88,"Good mud line on inside of USGS streamgage door - 01372058 - Hudson River below Poughkeepsie, NY",HWM-NY-DUT-007,10/30/2012,2.7926471863
-74.0051,41.50245,2.71272,NAVD88,Good mud line on door of marina office building,HWM-NY-ORA-001,10/30/2012,2.7570128299
-74.0048,41.50418,2.71272,NAVD88,Good seed line on inside of door to restroom of Newburgh Marina,HWM-NY-ORA-002,10/30/2012,2.7573735461
-74.0052,41.50464,2.7432,NAVD88,Fair wash line on ground in parking lot divider,HWM-NY-ORA-003,10/30/2012,2.7878535461
-73.9556,41.38333,2.62128,NAVD88,"Fair seed line on inside of USGS streamgage - 01374019 - Hudson River at South Dock at West Point, NY",HWM-NY-ORA-004,10/30/2012,2.6595577788
-73.9769,41.23012,3.13944,NAVD88,Poor debris lione on ground,HWM-NY-ROC-001,10/30/2012,3.1710634231
-73.9769,41.23009,2.86512,NAVD88,Fair seed line on back of house,HWM-NY-ROC-002,10/30/2012,2.8967434231
-73.9768,41.23006,2.62128,NAVD88,Good seed line on inside of gagrage door,HWM-NY-ROC-003,10/30/2012,2.6529034231
-73.9769,41.2299,2.86512,NAVD88,Excellent seed line on back of house in protected alcove,HWM-NY-ROC-004,10/30/2012,2.8967434231
-73.977,41.22989,3.38328,NAVD88,Poor debris line on ground,HWM-NY-ROC-005,10/30/2012,3.4149034231
-73.8966,41.04324,2.95656,NAVD88,Good seed line on interior wall of concrete instrument shelter,HWM-NY-ROC-006,10/30/2012,2.9792991608
-73.87,41.15692,2.7432,NAVD88,Good debris line on grass downstream of Metro North station,HWM-NY-WES-001,10/30/2012,2.769623296
-73.8701,41.15573,2.7432,NAVD88,Excellent seed line inside public bathroom,HWM-NY-WES-002,10/30/2012,2.7700278997
-73.8846,40.99874,2.71272,NAVD88,"Excellent seed line on upstream side of ""Harvest-on-Hudson"" restaurant",HWM-NY-WES-003,10/30/2012,2.7311191101
-73.9031,40.93719,2.7432,NAVD88,Good debris line on grass on upstream side of Hudson Park at end of Wells Avenue,HWM-NY-WES-004,10/30/2012,2.7599831592
-73.903,40.93732,2.7432,NAVD88,Good debris line on grass on upstream side of Hudson Park at end of Wells Avenue,HWM-NY-WES-005,10/30/2012,2.7599831592
-73.9029,40.93713,2.80416,NAVD88,Fair seed line on exterior of door on streamward side of 2 Alexander Street,HWM-NY-WES-006,10/30/2012,2.8209431592
-74.8909,39.11678,2.04216,NAVD88,Good seed line on wood piling at Reeds beach,HWM-NJ-CPM-234,10/29/2012,1.9433831603
-74.9365,39.03646,3.26136,NAVD88,Poor debris line on beach,HWM-NJ-CPM-235,10/29/2012,3.1536518811
-74.9565,38.99634,2.77368,NAVD88,Poor debris line on beach,HWM-NJ-CPM-236,10/29/2012,2.657135649
-74.9641,38.968,2.49936,NAVD88,Poor debris line near NOAA tide gage,HWM-NJ-CPM-237,10/29/2012,2.3656057019
-73.6926,40.95581,3.10896,NAVD88,Excellent seed line on utility house,HWM-NY-WES-814,10/30/2012,3.0383794803
-73.6656,40.97857,2.98704,NAVD88,Excellent seed line on wall inside building,HWM-NY-WES-815,10/30/2012,2.9143299106
-73.6283,41.01665,2.98704,NAVD88,Good debris line on grass,HWM-CT-FFD-816,10/30/2012,2.9216833058
-73.6152,41.02181,3.01752,NAVD88,Good debris line on grass,HWM-CT-FFD-817,10/30/2012,2.9532776966
-73.592,41.03278,3.048,NAVD88,Good debris line on grass,HWM-CT-FFD-818,10/30/2012,2.9847610514
-74.0647,40.80105,2.52984,NAVD88,Good debris line in lawn behind house on Mallard Place,HWM-NJ-HUD-424,10/30/2012,2.5080814734
-74.0867,40.77514,2.65176,NAVD88,Fair debris line along east side of railroad tracks 50 ft northwest of electrical tower,HWM-NJ-HUD-425,10/30/2012,2.6294534907
-74.0888,40.76097,2.80416,NAVD88,Good debris line along south side of embankment in Laurel Hills Park,HWM-NJ-HUD-426,10/30/2012,2.7793355241
-73.6894,42.74684,3.23088,NAVD88,Poor debris line on right bank rip-rap,HWM-NY-ALB-009,10/30/2012,3.2528152227
-73.6892,42.7474,3.26136,NAVD88,Poor debris line on right bank rip-rap,HWM-NY-ALB-010,10/30/2012,3.2832952227
-73.1109,41.1633,2.62128,NAVD88,Fair seed line in building,HWM-CT-FFD-811,10/30/2012,2.5539000187
-73.111,41.1626,2.52984,NAVD88,Fair seed line on building,HWM-CT-FFD-812,10/30/2012,2.4627607838
-73.117,41.16306,2.68224,NAVD88,Fair debris line on road,HWM-CT-FFD-813,10/30/2012,2.6133502256
-72.3516,41.28256,2.1336,NAVD88,Fair debris line on road,HWM-CT-MSX-311,10/30/2012,2.0595504825
-74.0039,40.7078,3.38328,NAVD88,Good seed line on outside door of Post Office,HWM-NY-NEW-108,10/30/2012,3.289870879
-74.0011,40.7078,3.3528,NAVD88,Good seed line on outside wall of building,HWM-NY-NEW-109,10/30/2012,3.259390879
-74.0022,40.7078,3.38328,NAVD88,Good mud line on outside door of building,HWM-NY-NEW-110,10/30/2012,3.289870879
-74.0022,40.7078,3.38328,NAVD88,Excellent mud line on outside window of building,HWM-NY-NEW-111,10/30/2012,3.289870879
-73.9953,40.7097,3.41376,NAVD88,Fair seed and mud line on outside wall of building,HWM-NY-NEW-112,10/30/2012,3.3113290827
-74.0161,40.7164,3.32232,NAVD88,Poor debris line on grass,HWM-NY-NEW-120,10/30/2012,3.2505240372
-74.0167,40.7164,3.32232,NAVD88,Poor wash line on mulch,HWM-NY-NEW-121,10/30/2012,3.2532242916
-74.0147,40.7181,3.44424,NAVD88,Poor debris line in garden,HWM-NY-NEW-122,10/30/2012,3.3724440372
-74.015,40.7183,3.38328,NAVD88,Poor debris line in garden,HWM-NY-NEW-123,10/30/2012,3.3114840372
-74.0119,40.7169,3.32232,NAVD88,Excellent seed line on loading dock,HWM-NY-NEW-124,10/30/2012,3.2505240372
-74.0125,40.7169,3.23088,NAVD88,Fair seed line on outside door of building,HWM-NY-NEW-125,10/30/2012,3.1590840372
-74.0136,40.7164,2.98704,NAVD88,Good seed line on outside wall of building,HWM-NY-NEW-126,10/30/2012,2.9152440372
-74.0139,40.7131,2.95656,NAVD88,Good mud line on window of building,HWM-NY-NEW-127,10/30/2012,2.8798206068
-70.8493,41.59426,2.1336,NAVD88,Good seed line,HWM-MA-BRI-628,10/29/2012,2.0542463769
-71.286,41.72386,1.88976,NAVD88,Seed line on home transfer to telephone pole,HWM-RI-BRI-640,10/29/2012,1.8121653547
-71.8588,41.31007,1.76784,NAVD88,Excellent mud line door of house,HWM-RI-WAS-232,10/29/2012,1.6684371178
-71.7671,41.33486,2.01168,NAVD88,Excellent seed line on house #53,HWM-RI-WAS-236,10/29/2012,1.9014152591
-71.6448,41.38132,1.24968,NAVD88,Excellent debris line white gasoline tank,HWM-RI-WAS-241,10/30/2012,1.1486512745
-71.6054,41.36532,1.18872,NAVD88,Good debris line tree near #151 driveway,HWM-RI-WAS-244,10/30/2012,1.0864261138
-71.5154,41.37652,1.9812,NAVD88,Debris line on ground,HWM-RI-WAS-653,10/30/2012,1.8820551985
-74.042,40.84234,2.25552,NAVD88,Excellent seed line on back corner of house,HWM-NJ-BER-416,10/30/2012,2.2405925317
-74.1472,40.78553,3.59664,NAVD88,Excellent seed line on building,HWM-NJ-BER-417,10/30/2012,3.5764295364
-71.5587,41.17379,2.56032,NAVD88,Poor debris line rack on ground,HWM-RI-WAS-257,10/30/2012,2.4530523967
-71.5619,41.20204,4.93776,NAVD88,Fair seed line on tree,HWM-RI-WAS-258,10/30/2012,4.8311034486
-71.565,41.22367,2.01168,NAVD88,Poor debris line rack on ground,HWM-RI-WAS-259,10/30/2012,1.9054921572
-71.5783,41.20813,3.16992,NAVD88,Poor debris line rack on ground,HWM-RI-WAS-260,10/30/2012,3.0632963131
-71.5738,41.18078,1.64592,NAVD88,Good debris line on cement wall,HWM-RI-WAS-261,10/30/2012,1.5388043662
-71.5922,41.19014,1.58496,NAVD88,Poor debris line rack on ground,HWM-RI-WAS-262,10/30/2012,1.4779939292
-71.5686,41.18903,1.95072,NAVD88,Poor debris line,HWM-RI-WAS-263,10/30/2012,1.8437460614
-70.8268,42.82298,2.80416,NAVD88,Excellent debris line on tree,HWM-MA-ESS-309,10/29/2012,2.7549323562
-70.8267,42.82286,2.8956,NAVD88,Good debris line on tree,HWM-MA-ESS-310,10/29/2012,2.8463723562
-70.8619,42.8101,2.56032,NAVD88,Good debris line on tree,HWM-MA-ESS-314,10/29/2012,2.5644447811
-70.82,42.81666,3.10896,NAVD88,Good debris line on ground,HWM-MA-ESS-316,10/29/2012,3.0507538963
-70.8471,42.76347,2.16408,NAVD88,Fair debris line on ground,HWM-MA-ESS-318,10/29/2012,2.1039198697
-74.4628,39.55333,2.49936,NAVD88,Good seed line on side of marina building,HWM-NJ-ATL-006,10/30/2012,2.4889739205
-74.4628,39.55333,2.46888,NAVD88,Fair seed line on telephone pole at marina,HWM-NJ-ATL-007,10/30/2012,2.4584939205
-73.365,41.147,3.10896,NAVD88,Good seed line on bridge,HWM-CT-FFD-513,10/30/2012,3.0585530895
-73.365,41.14699,3.13944,NAVD88,Fair seed line on bridge,HWM-CT-FFD-514,10/30/2012,3.0890330895
-73.3641,41.14727,3.10896,NAVD88,Excellent seed line on bridge,HWM-CT-FFD-515,10/30/2012,3.0585530895
-74.0069,40.7031,3.44424,NAVD88,Good seed line inside window of ferry terminal building,HWM-NY-NEW-104,10/30/2012,3.3612160346
-74.0067,40.705,3.38328,NAVD88,Fair seed line on outside wall of building,HWM-NY-NEW-105,10/30/2012,3.2958266794
-74.0067,40.705,3.41376,NAVD88,Fair seed line on outside wall of building,HWM-NY-NEW-106,10/30/2012,3.3263066794
-74.0064,40.705,3.41376,NAVD88,Fair mud line on inside window of building,HWM-NY-NEW-107,10/30/2012,3.3263066794
-73.4268,40.65905,2.286,NAVD88,Excellent seed line on side of house,HWM-NY-NAS-901,10/29/2012,2.2950762209
-74.0356,40.64076,3.44424,NAVD88,Good seed line on inside door to shed,HWM-NY-KIN-001,10/30/2012,3.3749712146
-73.9249,40.71637,3.32232,NAVD88,Good mud line on door of building,HWM-NY-KIN-002,10/30/2012,3.2548782013
-73.8881,40.64454,3.3528,NAVD88,Good seed line on garage door of house,HWM-NY-KIN-003,10/30/2012,3.284997839
-73.715,40.61083,2.98704,NAVD88,Fair debris line on back lawn on house,HWM-NY-NAS-001,10/30/2012,2.9722604183
-73.9206,40.71556,3.32232,NAVD88,Excellent wash line on door of storage container,HWM-NY-QUE-001,10/30/2012,3.2550072081
-72.3678,41.06098,2.01168,NAVD88,Good debris line in yard,HWM-NY-SUF-001,10/30/2012,1.9072297593
-72.3189,41.07394,1.88976,NAVD88,Excellent wash line,HWM-NY-SUF-002,10/30/2012,1.7885406514
-72.6156,40.9325,2.19456,NAVD88,Good debris line in front of house,HWM-NY-SUF-003,10/30/2012,2.0576568332
-73.1504,40.7476,1.85928,NAVD88,Excellent seed line on inside wall of gage house,HWM-NY-SUF-600,10/29/2012,1.8601842166
-73.9265,40.80059,3.13944,NAVD88,Fair seed line inside storage container inside chain link fenced area of NYPD Marina,HWM-NY-NEW-981,10/30/2012,3.0937518104
-73.6433,40.59076,2.83464,NAVD88,Excellent wash line on inside wall of house,HWM-NY-NAS-708,10/30/2012,2.8120427728
-73.6684,40.58501,3.53568,NAVD88,Excellent wash line on back of building,HWM-NY-NAS-710,10/30/2012,3.4647419045
-73.6864,40.58437,2.95656,NAVD88,Good wash line on front of building,HWM-NY-NAS-711,10/30/2012,2.8876870043
-73.6689,40.59328,2.65176,NAVD88,Excellent wash line on wall inside ice skating ring,HWM-NY-NAS-709,10/30/2012,2.6359003794
-73.7347,40.58705,3.87096,NAVD88,Excellent mud line inside the service entrance on inside wall at Ocean Blvd,HWM-NY-NAS-220,10/30/2012,3.8188352576
-73.711,40.58619,3.23088,NAVD88,Good mud line inside maintenance shed to west of main entrance to Atlantic Beach Club on Beach St.,HWM-NY-NAS-221,10/30/2012,3.1641313735
-73.6123,40.58958,3.10896,NAVD88,Good mud line inside small room and under AC unit,HWM-NY-NAS-222,10/30/2012,3.0458955589
-73.5771,40.59228,2.83464,NAVD88,Fair seed line on field manager shed by mower shelter,HWM-NY-NAS-223,10/30/2012,2.8165452853
-73.7323,40.94745,3.13944,NAVD88,Good seed line on inside of concrete water supply,HWM-NY-WES-980,10/30/2012,3.0664481669
-74.0,40.66725,3.3528,NAVD88,Fair debris line on chain link fence,HWM-NY-KIN-900,10/30/2012,3.274699043
-74.0056,40.66111,3.41376,NAVD88,Fair washline in compost,HWM-NY-KIN-901,10/30/2012,3.3367853026
-74.0162,40.65583,3.5052,NAVD88,Fair seedline on trailer,HWM-NY-KIN-902,10/30/2012,3.4304401963
-73.9261,40.5894,3.32232,NAVD88,Excellent seedline on side of house,HWM-NY-KIN-906,10/30/2012,3.2534724853
-73.98,40.31612,3.5052,NAVD88,Fair debris line on a 40 degree sloped yard,HWM-NJ-MON-100,10/30/2012,3.4314077883
-74.1742,40.45097,3.81,NAVD88,Good seed line on exterior of house,HWM-NJ-MON-116,10/30/2012,3.7679967447
-74.0119,40.37776,3.32232,NAVD88,Good seed line in sheltered corner of building on exterior of corrogated siding,HWM-NJ-MON-119,10/30/2012,3.2527650825
-74.0059,40.31185,2.92608,NAVD88,Good seed line on exterior wall,HWM-NJ-MON-121,10/30/2012,2.8559758555
-73.9747,40.37344,3.23088,NAVD88,Good seed and mud line on interior wall of house,HWM-NJ-MON-122,10/30/2012,3.1572447571
-73.9768,40.3971,3.32232,NAVD88,Good seed line on interior wall of garage,HWM-NJ-MON-123,10/30/2012,3.2492436028
-74.0111,40.47094,3.53568,NAVD88,Excellent seed line on interior of concrete bunker,HWM-NJ-MON-124,10/30/2012,3.4597850258
-74.2569,40.46161,3.93192,NAVD88,Good debris line on sandy slope,HWM-NJ-MID-100,10/29/2012,3.9047572321
-74.5202,39.43057,2.31648,NAVD88,Poor debris line on rip rap of dam exterior,HWM-NJ-ATL-100,10/29/2012,2.2689224151
-74.493,39.39728,2.286,NAVD88,Good seed line on exterior of motel block wall,HWM-NJ-ATL-102,10/29/2012,2.2274009936
-74.419,39.3722,2.34696,NAVD88,Good seed line on fence,HWM-NJ-ATL-103,10/29/2012,2.2622312002
-74.3979,39.39075,2.31648,NAVD88,Good seed line on white vinyl fence,HWM-NJ-ATL-105,10/29/2012,2.246327829
-74.4068,39.37773,2.37744,NAVD88,Good silt line on exterior of concrete foundation wall,HWM-NJ-ATL-106,10/29/2012,2.2936672215
-74.3552,39.41507,2.4384,NAVD88,Good sand and silt line on west side of vinyl fence,HWM-NJ-ATL-107,10/29/2012,2.3642578494
-74.3728,39.40536,2.37744,NAVD88,Good seed line on exterior of house,HWM-NJ-ATL-108,10/29/2012,2.3154356126
-73.9253,40.55532,3.87096,NAVD88,Excellent wash line on side of house,HWM-NY-QUE-729,10/30/2012,3.8009528769
-73.8598,40.57632,3.41376,NAVD88,Excellent wash line in front of building,HWM-NY-QUE-730,10/30/2012,3.3437970961
-75.3762,39.83289,2.16408,NAVD88,Poor debris line on bank near pier,HWM-PA-DEL-003,10/30/2012,2.2134894305
-75.3016,39.86007,2.19456,NAVD88,Good seed line in porch near boat storage area,HWM-PA-DEL-005,10/30/2012,2.2428267685
-75.229,39.86569,2.19456,NAVD88,Fair wash line along ramp and parking area,HWM-PA-DEL-006,10/30/2012,2.2426545967
-75.2083,39.93389,2.31648,NAVD88,Fair wash line in parking lot,HWM-PA-PHI-014,10/30/2012,2.3876487654
-75.164,39.8883,2.34696,NAVD88,Good seed line on metal box,HWM-PA-PHI-016,10/30/2012,2.4210718342
-73.7489,40.62586,3.16992,NAVD88,Excellent seed line on front of house,HWM-NY-NAS-910,10/30/2012,3.0990657459
-73.6056,40.89678,2.34696,NAVD88,Good seed line on inside corner of back of house,HWM-NY-NAS-964,10/30/2012,2.2691758343
-73.9425,40.7776,3.16992,NAVD88,Poor debris line in ornamental grass,HWM-NY-NEW-001,10/30/2012,3.1129025097
-73.9542,40.828,2.8956,NAVD88,Fair debris line on lawn,HWM-NY-NEW-002,10/30/2012,2.8766849298
-74.0117,40.7407,3.74904,NAVD88,Fair wash line on interior wall of fire house,HWM-NY-NEW-003,10/30/2012,3.6955730094
-74.0005,40.76312,3.16992,NAVD88,Excellent seed line on building,HWM-NY-NEW-004,10/30/2012,3.1259693417
-73.9733,40.74013,3.29184,NAVD88,Good debris line on fence,HWM-NY-NEW-005,10/30/2012,3.210117204
-74.0469,40.69035,3.44424,NAVD88,Excellent seed line inside of maintenance room,HWM-NY-NEW-008,10/30/2012,3.3798542655
-74.0439,40.68971,3.47472,NAVD88,Fair debris line near base of Statue of Liberty,HWM-NY-NEW-009,10/30/2012,3.4097042742
-74.0387,40.69938,3.38328,NAVD88,Poor debris line on grass hill,HWM-NY-NEW-011,10/30/2012,3.3183903082
-74.0125,40.69086,3.3528,NAVD88,Excellent seed line on glass door inside brick building,HWM-NY-NEW-012,10/30/2012,3.2798736054
-74.0249,40.68527,3.41376,NAVD88,Excellent seed line inside shed,HWM-NY-NEW-013,10/30/2012,3.3455804522
-73.8407,40.74922,2.37744,NAVD88,Fair debris line on lawn,HWM-NY-QUE-006,10/30/2012,2.3172080126
-73.7964,40.59296,3.26136,NAVD88,Good debris line on fence,HWM-NY-QUE-007,10/30/2012,3.1931292891
-73.7459,40.63739,3.23088,NAVD88,Good seed line on inside side of concrete wall,HWM-NY-QUE-910,10/30/2012,3.1604559052
-74.1663,40.59244,3.74904,NAVD88,Excellent seed line on wall of garage,HWM-NY-RIC-001,10/30/2012,3.7044937199
-73.1504,40.7476,1.85928,NAVD88,"Excellent seed line inside USGS gage house - 01306499 - Connetquot Brook near Central Islip, NY",HWM-NY-SUF-004,10/30/2012,1.8601842166
-73.3453,40.63417,1.58496,NAVD88,Excellent seed line on door inside maintenance garage,HWM-NY-SUF-965,10/29/2012,1.5552878244
-74.0586,40.0692,1.85928,NAVD88,Good seed line on siding of house at the south corner of Shore Blvd and Rue Lafayette,HWM-NJ-OCE-349,10/30/2012,1.8493941077
-74.0667,40.08271,1.95072,NAVD88,"Poor debris line in yard behind apartments, between grass and water",HWM-NJ-OCE-352,10/30/2012,1.9302107514
-74.256,39.54263,2.40792,NAVD88,Excellent water line on garage door jam,HWM-NJ-OCE-377,10/29/2012,2.345943217
-74.3538,40.47666,4.05384,NAVD88,Excellent seed line on cinder block pump house,HWM-NJ-MID-402,10/29/2012,4.0528929593
-74.2773,40.48527,4.05384,NAVD88,Excellent seed and mud line on inside of house on Augusta St,HWM-NJ-MID-405,10/29/2012,4.032333683
-74.0248,40.75994,3.13944,NAVD88,Excellent debris line at southwest corner of parking garage,HWM-NJ-HUD-420,10/30/2012,3.0910454951
-73.9785,40.81614,2.8956,NAVD88,Excellent seed and mud line on inside wall on northeast corner of building,HWM-NJ-BER-423,10/30/2012,2.8757006056
-74.2104,40.63929,3.62712,NAVD88,Fair seed line on streamward face of right bank retaining wall,HWM-NJ-UNI-208,10/30/2012,3.5934797457
-74.2094,40.44542,4.4196,NAVD88,Excellent seed line on exterior of northwest corner of house,HWM-NJ-MON-219,10/30/2012,4.3881664251
-74.4443,39.36195,2.19456,NAVD88,Fair debris line on grass slope,HWM-NJ-ATL-301,10/30/2012,2.1258170244
-74.4921,39.3375,2.10312,NAVD88,Good mud line on inside door of house,HWM-NJ-ATL-303,10/30/2012,2.0214751967
-73.9894,40.704,3.32232,NAVD88,Good seed line on back of guard booth,HWM-NY-KIN-605,10/30/2012,3.2187842435
-73.5636,40.8875,3.10896,NAVD88,"Excellent seed line inside USGS gage house - 01303000 - Mill Neeck Creek at Mill Neck, NY",HWM-NY-NAS-700,10/30/2012,3.0327355984
-72.7719,40.96522,2.77368,NAVD88,Excellent mud line on garage door of house,HWM-NY-SUF-005,10/29/2012,2.7046989039
-72.5329,40.98249,2.04216,NAVD88,Good wash line on lawn,HWM-NY-SUF-006,10/29/2012,1.9156298445
-74.0399,40.69912,3.38328,NAVD88,Good seed line inside door of Immigration Museum,HWM-NY-NEW-010,10/30/2012,3.3183903082
