Station ID,Station Name,Owner,Latitude,Longitude,Sensor
32012,Woods Hole Stratus Wave Station,Woods Hole,-19.425,-85.078,Waves
41041,NORTH EQUATORIAL TWO - 890 NM East of Martinique,NDBC,14.329,-46.082,AirtemperatureBarometricpressureWatertemperatureWavesWinds
41060,Woods Hole Northwest Tropical Atlantic Wave Station,Woods Hole,14.754,-50.949,Waves
41061,Woods Hole SPURS Wave Station,Woods Hole,24.581,-38.0,Waves
43010,Woods Hole Spurs Wave Station,Woods Hole,10.051,-125.032,Waves
45001,"MID SUPERIOR- 60NM North Northeast Hancock, MI",NDBC,48.061,-87.793,AirtemperatureBarometricpressureWatertemperatureWavesWinds
45004,"EAST SUPERIOR -70 NM NE Marquette, MI",NDBC,47.585,-86.585,AirtemperatureBarometricpressureWatertemperatureWavesWinds
45006,"WEST SUPERIOR - 30NM NE of Outer Island, WI",NDBC,47.335,-89.793,AirtemperatureBarometricpressureWatertemperatureWavesWinds
45023,"North Entry Buoy, North Keweenaw Peninsula, MI",Michigan Tech,47.27,-88.607,AirtemperatureBarometricpressureWatertemperatureWavesWinds
45025,"South Entry Buoy, South Keweenaw Peninsula, MI",Michigan Tech,46.969,-88.398,AirtemperatureBarometricpressureWatertemperatureWavesWinds
45028,Western Lake Superior,U Minn Duluth,46.818,-91.828,AirtemperatureBarometricpressureWatertemperatureWavesWinds
45171,"Granite Island Buoy, Granite Island, MI",NMU,46.724,-87.411,AirtemperatureBarometricpressureWatertemperatureWavesWinds
45172,"Grand Marais Buoy, Grand Marais, MI",NMU,46.742,-85.958,AirtemperatureBarometricpressureWatertemperatureWavesWinds
45173,"Munising Buoy, Munising, MI",NMU,46.573,-86.572,AirtemperatureBarometricpressureWatertemperatureWavesWinds
45179,Stannard Rock Buoy,Superior Watershed Partnership,47.195,-87.224,AirtemperatureBarometricpressureWatertemperatureWavesWinds
45180,"Isle of Royale East, MI (230)",U.S. Army Corps,48.019,-87.8,WatertemperatureWaves
46001,"WESTERN GULF OF ALASKA  - 175NM SE of Kodiak, AK",NDBC,56.304,-147.92,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
46002,"WEST OREGON - 275NM West of Coos Bay, OR",NDBC,42.612,-130.537,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
46005,"WEST WASHINGTON - 300NM West of Aberdeen, WA",NDBC,46.14,-131.07,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46006,"SOUTHEAST PAPA - 600NM West of Eureka, CA",NDBC,40.782,-137.397,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46011,"SANTA MARIA - 21NM NW of Point Arguello, CA",NDBC,34.956,-121.019,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46012,"HALF MOON BAY - 24NM SSW of San Francisco, CA",NDBC,37.363,-122.881,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46013,"BODEGA BAY - 48NM NW of San Francisco, CA",NDBC,38.238,-123.307,AirtemperatureBarometricpressureConductivityCurrentsSalinityWatertemperatureWavesWinds
46014,"PT ARENA - 19NM North of Point Arena, CA",NDBC,39.235,-123.974,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46015,"PORT ORFORD - 15 NM West of Port Orford, OR",NDBC,42.779,-124.874,AirtemperatureBarometricpressureConductivityCurrentsSalinityWatertemperatureWavesWinds
46022,"EEL RIVER - 17NM WSW of Eureka, CA",NDBC,40.72,-124.531,AirtemperatureBarometricpressureConductivityCurrentsSalinityWatertemperatureWavesWinds
46023,"PT ARGUELLO - 17NM WNW of Point Arguello, CA",NDBC,34.714,-120.967,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46025,"Santa Monica Basin - 33NM WSW of Santa Monica, CA",NDBC,33.749,-119.053,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46026,"SAN FRANCISCO - 18NM West of San Francisco, CA",NDBC,37.755,-122.839,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46027,"ST GEORGES - 8NM NW of Crescent City, CA",NDBC,41.852,-124.382,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46028,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",NDBC,35.712,-121.858,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46029,COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth,NDBC,46.143,-124.485,AirtemperatureBarometricpressureCurrentsSalinityWatertemperatureWavesWinds
46035,"CENTRAL BERING SEA - 310 NM North of Adak, AK",NDBC,57.026,-177.738,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46041,"CAPE ELIZABETH- 45NM NW of Aberdeen, WA",NDBC,47.353,-124.742,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46042,"MONTEREY - 27NM WNW of Monterey, CA",NDBC,36.785,-122.398,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46047,"TANNER BANK - 121NM West of San Diego, CA",NDBC,32.398,-119.498,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46050,"STONEWALL BANK - 20NM West of Newport, OR",NDBC,44.677,-124.515,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46053,"EAST SANTA BARBARA  - 12NM Southwest of Santa Barbara, CA",NDBC,34.252,-119.853,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46054,"WEST SANTA BARBARA  38 NM West of Santa Barbara, CA",NDBC,34.265,-120.477,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46059,"WEST CALIFORNIA - 357NM West of San Francisco, CA",NDBC,38.072,-129.966,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46060,"WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK",NDBC,60.584,-146.805,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
46061,"Seal Rocks - Between Montague and Hinchinbrook Islands, AK",NDBC,60.23,-146.843,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46063,"Pt.Conception, CA - 50NM West of Santa Barbara, CA",NDBC,34.273,-120.699,CurrentsWatertemperatureWaves
46066,"SOUTH KODIAK - 310NM SSW of Kodiak, AK",NDBC,52.785,-155.047,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46069,SOUTH SANTA ROSA IS. CA,NDBC,33.674,-120.212,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46070,"SOUTHWEST BERING SEA - 142NM NNE OF ATTU IS, AK",NDBC,55.082,175.153,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46071,"WESTERN ALEUTIANS - 14NM SOUTH OF AMCHITKA IS, AK",NDBC,51.125,179.012,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46072,CENTRAL ALEUTIANS 230NM SW Dutch Harbor,NDBC,51.656,-172.058,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
46073,"SOUTHEAST BERING SEA -205NM WNW of Dutch Harbor, AK",NDBC,55.031,-172.001,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46075,"SHUMAGIN ISLANDS - 85NM South of Sand Point, AK",NDBC,53.983,-160.817,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46076,"CAPE CLEARE - 17 NM South of Montague Is,  AK",NDBC,59.502,-147.99,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46077,"SHELIKOF STRAIT, AK",NDBC,57.91,-154.175,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46078,"ALBATROSS BANK - 104NM South of Kodiak Is., AK",NDBC,55.556,-152.582,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46080,"PORTLOCK BANK- 76NM ENE of Kodiak, AK",NDBC,57.947,-150.042,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46081,Western Prince William Sound,NDBC,60.799,-148.263,AirtemperatureBarometricpressureConductivityCurrentsSalinityWatertemperatureWavesWinds
46082,"Cape Suckling - 35 NM SE of Kayak Is, AK",NDBC,59.681,-143.372,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46083,"Fairweather Ground 105NM West  of Juneau, AK",NDBC,58.3,-137.997,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46084,"Cape Edgecumbe - 25NM SSW of Cape Edgecumbe, AK",NDBC,56.6,-136.101,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
46085,"CENTRAL GULF OF ALASKA -  265NM West of Cape Ommaney, AK",NDBC,55.868,-142.492,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
46086,"SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA",NDBC,32.491,-118.035,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
46087,"Neah Bay - 6NM North of Cape Flattery, WA     (Traffic Separation Lighted Buoy)",NDBC,48.493,-124.726,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
46088,"NEW DUNGENESS - 17 NM NE of Port Angeles, WA",NDBC,48.334,-123.165,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
46089,"TILLAMOOK, OR - 85 NM WNW of Tillamook, OR",NDBC,45.925,-125.771,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
46097,OOI Newport Shelf,OOI,44.639,-124.304,AirtemperatureBarometricpressureSalinityWatertemperatureWavesWinds
46098,OOI Waldport Offshore,OOI,44.381,-124.956,AirtemperatureBarometricpressureSalinityWatertemperatureWavesWinds
46099,OOI Westport Shelf,OOI,46.986,-124.566,AirtemperatureBarometricpressureSalinityWatertemperatureWavesWinds
46100,OOI Westport Offshore,OOI,46.851,-124.972,AirtemperatureBarometricpressureSalinityWatertemperatureWavesWinds
46105,"South Cook Inlet - 10NM NW of East Amatuli Light, AK",NDBC,59.049,-152.233,Waves
46106,Central Cook Inlet AK,NDBC,59.76,-152.09,AirtemperatureBarometricpressureWavesWinds
46107,Montague Strait,NDBC,59.925,-147.992,Waves
46108,Lower Cook Inlet (204),AOOS,59.597,-151.829,WatertemperatureWaves
46114,"West Monterey Bay, CA (185)",SCRIPPS,36.723,-122.351,WatertemperatureWaves
46126,Wide Bay (Shell),Shell Oil,53.951,-166.602,AirtemperatureBarometricpressureWatertemperatureWavesWinds
46211,"Grays Harbor, WA (036)",SCRIPPS,46.858,-124.244,WatertemperatureWaves
46212,"Humboldt Bay South Spit, CA (128)",SCRIPPS,40.753,-124.313,WatertemperatureWaves
46213,"Cape Mendocino, CA (094)",SCRIPPS,40.295,-124.732,WatertemperatureWaves
46214,"Point Reyes, CA (029)",SCRIPPS,37.948,-123.468,WatertemperatureWaves
46215,"Diablo Canyon, CA (076)",SCRIPPS,35.204,-120.859,WatertemperatureWaves
46216,"Goleta Point, CA (107)",SCRIPPS,34.333,-119.803,WatertemperatureWaves
46217,"Anacapa Passage, CA (111)",SCRIPPS,34.167,-119.435,WatertemperatureWaves
46218,"Harvest, CA (071)",SCRIPPS,34.454,-120.783,WatertemperatureWaves
46219,"San Nicolas Island, CA (067)",SCRIPPS,33.225,-119.882,WatertemperatureWaves
46221,"Santa Monica Bay, CA (028)",SCRIPPS,33.855,-118.634,WatertemperatureWaves
46222,"San Pedro, CA (092)",SCRIPPS,33.618,-118.317,WatertemperatureWaves
46223,"Dana Point, CA (096)",SCRIPPS,33.458,-117.767,WatertemperatureWaves
46224,"Oceanside Offshore, CA (045)",SCRIPPS,33.178,-117.472,WatertemperatureWaves
46225,"Torrey Pines Outer, CA (100)",SCRIPPS,32.933,-117.391,WatertemperatureWaves
46229,"UMPQUA OFFSHORE, OR (139)",SCRIPPS,43.769,-124.547,WatertemperatureWaves
46231,"Mission Bay, CA (093)",SCRIPPS,32.747,-117.37,WatertemperatureWaves
46232,"Point Loma South, CA  (191)",SCRIPPS,32.53,-117.421,WatertemperatureWaves
46236,"Monterey Canyon Outer, CA  (156)",SCRIPPS,36.76,-121.949,WatertemperatureWaves
46237,"San Francisco Bar, CA  (142)",SCRIPPS,37.786,-122.634,WatertemperatureWaves
46238,"Santa Cruz Basin, CA (167)",SCRIPPS,33.76,-119.55,WatertemperatureWaves
46239,"Point Sur, CA (157)",SCRIPPS,36.341,-122.102,WatertemperatureWaves
46240,"Cabrillo Point, Monterey Bay, CA  (158)",SCRIPPS,36.626,-121.907,WatertemperatureWaves
46241,"San Elijo Nearshore, CA (161)",SCRIPPS,33.003,-117.292,WatertemperatureWaves
46242,"Camp Pendleton Nearshore, CA  (043)",SCRIPPS,33.22,-117.439,WatertemperatureWaves
46243,"Clatsop Spit, OR (162)",SCRIPPS,46.216,-124.128,WatertemperatureWaves
46244,"Humboldt Bay, North Spit, CA (168)",SCRIPPS,40.896,-124.357,WatertemperatureWaves
46245,"Ventura Nearshore, CA - 169",SCRIPPS,34.251,-119.308,WatertemperatureWaves
46246,Ocean Station PAPA  (166),APL-UW,50.033,-145.2,WatertemperatureWaves
46247,"San Francisco Offshore, CA  (180)",SCRIPPS,37.753,-122.833,WatertemperatureWaves
46248,"Astoria Canyon, OR  (179)",SCRIPPS,46.134,-124.64,WatertemperatureWaves
46249,"Santa Cruz Island South, CA (182)",SCRIPPS,33.821,-119.708,WatertemperatureWaves
46250,"Point Mugu Offshore, CA - 184",SCRIPPS,34.034,-119.09,WatertemperatureWaves
46251,"Santa Cruz Basin, CA (203)",SCRIPPS,33.76,-119.55,WatertemperatureWaves
46252,"Anacapa Passage South, CA (212)",USN/USACE,33.953,-119.257,WatertemperatureWaves
46253,"San Pedro South, CA (213)",SCRIPPS,33.576,-118.181,WatertemperatureWaves
46254,"SCRIPPS Nearshore, CA (201)",SCRIPPS,32.868,-117.267,WatertemperatureWaves
46255,"Begg Rock, CA  (138)",APL-UW,33.4,-119.651,WatertemperatureWaves
46256,"Long Beach Channel, CA (215)",SCRIPPS,33.7,-118.201,WatertemperatureWaves
46257,"Harvest Southeast, CA (216)",SCRIPPS,34.439,-120.766,WatertemperatureWaves
46258,"Mission Bay West, CA (220)",SCRIPPS,32.75,-117.5,WatertemperatureWaves
46259,"Santa Lucia Escarpment, CA (222)",U.S. Army Corps,34.732,-121.664,WatertemperatureWaves
46260,"Lakeside, OR (231)",NREL/DOE,43.586,-124.29,WatertemperatureWaves
46261,"Reedsport, OR (232)",NREL/DOE,43.76,-124.225,WatertemperatureWaves
46262,"Santa Barbara Island North, CA (234)",SCRIPPS,33.704,-119.004,WatertemperatureWaves
46263,"Fort Bragg South, CA (235)",NREL/DOE,39.368,-123.91,WatertemperatureWaves
46264,"Kodiak, AK (236)",NREL/DOE,57.479,-151.695,WatertemperatureWaves
48114,30 NM West of King Island,AOOS,65.011,-169.454,AirtemperatureWatertemperatureWaves
48211,Camden Bay (Shell Arctic),Shell Arctic,70.37,-146.04,AirtemperatureBarometricpressureWatertemperatureWavesWinds
48212,Harrison Bay (Shell Arctic),Shell Arctic,70.874,-150.279,AirtemperatureBarometricpressureWatertemperatureWavesWinds
48213,Burger,Shell Arctic,71.502,-164.133,AirtemperatureBarometricpressureWatertemperatureWavesWinds
48214,Klondike (MOB1),Shell Arctic,70.872,-165.248,AirtemperatureBarometricpressureWatertemperatureWavesWinds
48216,Crackerjack (Shell Arctic),Shell Arctic,71.758,-167.952,AirtemperatureBarometricpressureWatertemperatureWavesWinds
51000,NORTHERN HAWAII ONE - 245NM NE of Honolulu HI,NDBC,23.538,-153.808,AirtemperatureBarometricpressureWatertemperatureWavesWinds
51002,"SOUTHWEST HAWAII - 215NM SSW of Hilo, HI",NDBC,17.037,-157.696,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
51003,"WESTERN  HAWAII - 205 NM SW of Honolulu, HI",NDBC,19.289,-160.569,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
51004,"SOUTHEAST HAWAII - 205 NM Southeast of Hilo, HI",NDBC,17.602,-152.395,AirtemperatureBarometricpressureCurrentsWatertemperatureWavesWinds
51100,"NORTHERN HAWAII TWO - 252NM NE of Honolulu, HI",NDBC,23.558,-153.9,AirtemperatureBarometricpressureWatertemperatureWavesWinds
51101,"NORTHWESTERN HAWAII TWO - 190NM NW of Kauai Is, HI",NDBC,24.318,-162.231,AirtemperatureBarometricpressureWatertemperatureWavesWinds
51200,"Barbers Point, HI  (164)",SCRIPPS,21.096,-158.303,WatertemperatureWaves
51201,"Waimea Bay, HI (106)",PacIOOS,21.671,-158.117,WatertemperatureWaves
51202,"Mokapu Point, HI (098)",PacIOOS,21.415,-157.678,WatertemperatureWaves
51203,"Kaumalapau, HI (146)",PacIOOS,20.788,-157.01,WatertemperatureWaves
51204,"Barbers Point, HI #2 (165)",PacIOOS,21.281,-158.124,WatertemperatureWaves
51205,"Pauwela, Maui, HI (187)",PacIOOS,21.018,-156.425,WatertemperatureWaves
51206,"Hilo, Hawaii, HI (188)",PacIOOS,19.78,-154.97,WatertemperatureWaves
51207,"Kaneohe Bay, HI (198)",PacIOOS,21.477,-157.753,WatertemperatureWaves
51208,"Hanalei, Kauai, HI (202)",PacIOOS,22.285,-159.574,WatertemperatureWaves
51209,"Aunuu, American Samoa (189)",PacIOOS,-14.264,-170.493,WatertemperatureWaves
51210,"Kaneohe Bay, WETS, HI (225)",PacIOOS,21.477,-157.756,WatertemperatureWaves
51211,"Pearl Harbor Entrance, HI (233)",PacIOOS,21.297,-157.959,WatertemperatureWaves
52200,"Ipan, Guam (121)",PacIOOS,13.354,144.788,WatertemperatureWaves
52201,"Kalo, Majuro, Marshall Islands (163)",PacIOOS,7.083,171.392,WatertemperatureWaves
52202,"Ritidian Point, Guam (196)",PacIOOS,13.684,144.812,WatertemperatureWaves
52211,"Tanapag, Saipan, NMI (197)",PacIOOS,15.268,145.662,WatertemperatureWaves
52212,"Ngaraard, Babeldaob, Palau (219)",SCRIPPS,7.63,134.667,WatertemperatureWaves
KNOH1,"Kilo Nalu Observatory, Hawaii",University of Hawaii,21.288,-157.865,Waves
LJPC1,"La Jolla, CA (073)",SCRIPPS,32.867,-117.257,WavesWinds
NBBA3,Lake Mead - North Boulder Basin,NPS-Lake Mead NRA,36.087,-114.728,AirtemperatureBarometricpressureWatertemperatureWavesWinds
NLMA3,Lake Mohave - North,NPS-Lake Mead NRA,35.458,-114.666,AirtemperatureBarometricpressureWatertemperatureWavesWinds
SBBN2,Lake Mead - South Boulder Basin,NPS-Lake Mead NRA,36.05,-114.748,AirtemperatureBarometricpressureWatertemperatureWavesWinds
SLMN2,Lake Mohave - South,NPS-Lake Mead NRA,35.389,-114.621,AirtemperatureBarometricpressureWatertemperatureWavesWinds
VBBA3,Lake Mead - Virgin Basin,NPS-Lake Mead NRA,36.132,-114.412,AirtemperatureBarometricpressureWatertemperatureWavesWinds
